Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,edge_source,edge_target,Route_Type_Atlantic,Route_Type_Commodity,Route_Type_Intra-Asia,Route_Type_Pacific,Route_Type_Suez,Transportation_Mode_Air,Transportation_Mode_Sea,Product_Category_Auto Parts,Product_Category_Consumer Electronics,Product_Category_Perishable Foods,Product_Category_Pharmaceuticals,Product_Category_Raw Materials,Product_Category_Semiconductors,Product_Category_Textiles,Delivery_Status_Late,Delivery_Status_On Time,Disruption_Event_Geopolitical Conflict (Route Diversion),Disruption_Event_Port Congestion,Disruption_Event_Severe Weather (Typhoon/Storm),Mitigation_Action_Taken_Expedited Air Freight,Mitigation_Action_Taken_Re-routing,Mitigation_Action_Taken_Standard Shipping
24,26,35,9,0.37,9.8,2.22,2772.88,2530,82,142,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
24,27,44,17,0.16,8.6,0.79,13446.72,9660,89,135,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,27,38,11,0.26,6.9,2.89,7916.83,7854,17,66,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
28,30,38,8,0.83,3.6,3.36,11198.14,7649,31,81,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
7,10,12,2,0.52,3.2,1.69,6084.41,7278,7,103,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
24,25,41,16,0.85,2.3,3.42,13851.33,9359,68,136,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2,4,7,3,0.68,2.9,2.14,119301.34,7173,83,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
35,36,40,4,0.27,4.4,3.67,2094.1,2998,115,194,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,21,23,2,0.86,1.9,3.49,1339.11,1309,131,198,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7,9,13,4,0.71,2.3,4.94,9168.34,8936,83,120,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
24,25,41,16,0.39,1.9,1.89,545.45,327,31,65,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7,9,14,5,0.69,1.7,4.25,553.64,546,120,194,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,4,21,17,0.35,4.4,1.37,31024.63,1741,44,99,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
28,31,43,12,0.65,0.0,2.55,7411.81,5615,92,128,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,10,17,7,0.7,8.2,5.63,3679.14,3607,38,90,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
12,14,17,3,0.6,7.2,2.38,10566.6,8005,123,193,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,25,38,13,0.68,3.1,5.81,3612.67,2688,68,136,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
28,30,42,12,0.17,2.0,0.19,9262.66,9896,76,125,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
28,29,46,17,0.63,9.8,4.94,1129.26,866,115,176,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7,10,14,4,0.3,6.7,4.53,5070.06,7091,7,103,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3,4,19,15,0.32,7.7,1.67,51365.95,2948,83,120,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
24,26,39,13,0.89,9.7,2.89,10649.02,7043,90,142,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
24,25,34,9,0.86,1.6,4.18,6257.04,4205,76,135,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
24,27,44,17,0.17,4.7,1.27,3931.2,4200,16,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3,6,22,16,0.13,8.0,2.49,72238.18,4843,36,81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,14,18,4,0.33,10.0,3.15,1982.72,1807,37,104,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35,38,39,1,0.13,6.9,3.84,1942.18,3125,115,194,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,10,17,7,0.75,4.0,5.67,7581.0,7220,10,92,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
12,13,18,5,0.48,8.0,2.47,2113.96,2597,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
18,20,23,3,0.65,9.6,5.09,12257.19,8254,136,152,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
12,13,15,2,0.34,1.5,4.3,4985.81,6765,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,21,24,3,0.62,0.4,2.4,4446.09,4990,131,198,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,10,12,2,0.44,2.0,3.91,7822.58,9877,38,94,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,8,17,9,0.67,0.7,2.82,2377.75,1582,83,120,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
28,31,45,14,0.12,7.9,0.93,5783.68,6455,26,101,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,10,12,2,0.2,8.5,4.28,5441.76,7558,83,120,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
18,19,21,2,0.28,8.3,3.36,5539.78,7869,69,144,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
18,21,22,1,0.47,2.3,4.06,4654.53,5757,69,144,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,9,14,5,0.25,5.9,2.75,3020.18,4393,71,112,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
24,25,37,12,0.18,2.9,4.9,13014.46,9191,90,142,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
7,9,10,1,0.35,4.9,3.39,3907.04,5262,71,112,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12,14,17,3,0.37,5.0,4.34,4682.25,6214,123,193,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,5,17,12,0.3,4.9,3.54,115195.08,6713,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,14,19,5,0.55,8.1,3.48,1132.98,1329,37,104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
35,38,40,2,0.24,8.7,3.5,2213.09,3245,73,120,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28,31,38,7,0.7,4.8,3.6,146.88,108,16,63,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,9,10,1,0.17,5.2,2.0,1886.74,2932,120,194,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,25,37,12,0.78,3.2,5.08,4226.43,2968,31,65,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,9,12,3,0.45,4.6,4.66,7844.21,9836,120,194,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,8,14,6,0.29,3.1,2.9,5016.88,7071,9,94,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
18,21,27,6,0.32,8.5,3.54,1557.47,1311,136,152,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
28,31,40,9,0.19,6.6,3.22,1647.9,1731,98,124,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
12,13,18,5,0.11,4.3,2.44,398.36,435,37,104,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
18,19,24,5,0.75,8.1,5.2,6101.54,5811,136,152,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
24,27,44,17,0.18,8.8,2.98,6819.46,7224,35,65,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2,3,12,9,0.83,5.1,3.01,149139.14,8232,31,98,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
24,26,35,9,0.62,6.7,4.29,1017.36,785,16,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,4,8,4,0.65,5.8,2.58,91834.0,6133,31,98,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
7,9,14,5,0.29,4.6,2.13,2834.46,3995,38,90,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,9,10,1,0.23,0.0,6.33,505.34,747,38,94,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
35,36,39,3,0.78,0.9,1.33,3126.93,3194,15,94,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,25,43,18,0.65,9.6,2.93,18530.81,9359,76,135,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,25,37,12,0.43,5.9,7.08,3323.31,2905,90,142,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,5,6,1,0.3,1.3,6.24,26780.33,2270,83,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,6,19,13,0.42,3.1,2.16,109090.08,5820,36,81,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,26,44,18,0.36,4.1,4.86,6371.33,5856,68,136,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
12,15,19,4,0.89,7.4,4.56,2677.75,2576,123,193,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,27,37,10,0.28,5.1,3.05,553.98,541,31,65,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
12,14,18,4,0.87,4.5,3.38,7725.07,7511,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,5,14,9,0.83,1.9,4.93,42707.81,1768,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
28,30,46,16,0.84,6.9,2.22,2849.79,1936,54,101,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
18,19,25,6,0.33,4.0,3.25,7231.48,9062,131,198,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
28,29,39,10,0.37,0.1,5.0,3571.86,3259,31,81,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
3,5,21,16,0.14,7.7,2.83,49673.45,3301,36,81,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,5,8,3,0.63,4.7,2.22,52778.75,3568,98,123,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,26,37,11,0.2,2.9,1.77,5711.04,5949,13,66,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
3,6,15,9,0.84,8.4,4.81,39492.29,1626,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
12,14,15,1,0.52,2.7,3.8,321.86,385,123,193,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,9,11,2,0.56,6.2,3.12,6433.28,7498,10,92,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,9,14,5,0.68,1.5,3.39,261.07,259,10,92,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
28,30,37,7,0.53,0.9,3.63,5209.34,4256,19,88,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
12,14,19,5,0.21,2.2,3.93,5040.16,5049,123,193,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
35,37,41,4,0.12,0.4,1.99,1114.96,1810,15,94,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
35,36,40,4,0.66,9.1,3.25,2758.17,2014,136,158,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
35,37,40,3,0.7,3.8,4.72,2999.48,3208,136,158,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,10,12,2,0.52,7.2,3.96,1398.63,1673,83,120,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12,13,18,5,0.53,1.8,3.55,5254.33,6244,37,104,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
28,31,44,13,0.39,7.7,0.79,3292.62,2961,100,125,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,25,44,19,0.39,6.1,1.86,3947.6,3550,13,66,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
24,26,38,12,0.33,3.6,4.18,5475.34,5146,2,64,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7,10,11,1,0.61,1.9,5.08,1809.07,2043,10,92,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,21,25,4,0.88,1.4,4.48,8995.8,8700,131,198,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,4,22,18,0.79,6.2,3.26,117053.11,4954,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,15,15,0,0.72,4.9,2.83,8863.07,6246,37,104,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2,4,6,2,0.52,0.2,2.29,101275.55,7342,83,120,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
35,36,38,2,0.67,6.4,3.23,4089.16,4452,73,120,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
35,38,40,2,0.78,9.0,1.82,5445.2,5562,15,94,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
12,13,17,4,0.75,3.3,3.32,2104.98,2187,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,5,20,15,0.49,6.7,3.96,196188.29,9975,31,98,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,14,18,4,0.29,0.0,3.97,4329.37,6102,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,8,14,6,0.46,6.6,5.05,1571.54,1794,9,94,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
3,4,18,14,0.62,9.1,3.62,42040.94,1966,36,81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,15,18,3,0.18,3.6,3.04,3411.14,3504,123,193,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,5,6,1,0.84,1.2,3.78,163991.06,9821,83,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
12,14,18,4,0.66,4.2,1.87,2365.58,2591,123,193,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,4,11,7,0.72,9.7,2.24,59751.25,3509,83,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
24,26,38,12,0.73,9.2,3.13,7715.81,5575,17,66,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3,5,20,15,0.21,6.8,3.34,112538.71,7046,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2,4,6,2,0.17,0.2,3.65,32860.96,2837,98,123,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
28,31,44,13,0.63,8.3,3.34,1683.46,1291,9,95,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
18,19,25,6,0.15,9.3,3.87,607.54,587,69,144,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
28,29,46,17,0.33,2.8,2.96,595.32,373,19,88,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
28,31,45,14,0.55,10.0,3.93,11127.76,8974,133,186,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24,25,43,18,0.31,6.6,3.2,8876.56,8470,82,142,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,8,10,2,0.15,9.3,1.25,1734.32,2742,30,92,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
35,37,40,3,0.62,8.2,5.03,6927.53,7775,15,94,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2,5,9,4,0.48,1.3,2.42,103405.27,7699,31,98,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,4,16,12,0.26,1.0,3.41,93255.62,5607,36,81,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,37,39,2,0.45,9.8,4.16,4226.75,5300,12,90,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
12,14,14,0,0.46,6.4,2.92,1112.96,1386,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
28,29,46,17,0.7,3.6,4.29,10046.32,7387,52,73,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
18,19,24,5,0.44,6.7,4.31,6476.18,8177,131,198,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,26,37,11,0.69,4.9,4.31,12930.53,9564,68,136,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
7,10,14,4,0.41,4.1,2.52,3140.35,3712,9,94,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
24,26,39,13,0.75,9.5,2.79,6249.6,4464,17,66,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
28,31,44,13,0.28,4.3,3.34,6420.48,6270,61,148,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
7,10,14,4,0.53,6.3,3.33,564.65,671,7,103,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
12,15,16,1,0.48,10.0,3.1,4075.7,5007,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
24,26,39,13,0.19,5.7,3.14,2827.44,2970,31,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
18,20,23,3,0.17,9.0,2.92,6304.36,9797,131,198,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
7,10,17,7,0.52,1.3,2.22,5983.63,6561,83,120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
7,9,15,6,0.73,4.4,3.88,7369.8,7100,38,90,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
18,19,27,8,0.2,2.6,5.8,1208.16,1678,136,152,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
35,36,38,2,0.53,2.3,1.79,677.41,805,12,90,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,4,24,20,0.12,5.9,3.78,58648.13,3967,98,123,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
35,36,38,2,0.42,1.2,3.67,1234.76,1581,12,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
24,26,35,9,0.16,4.6,3.99,2292.16,2470,145,191,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
12,13,19,6,0.69,8.3,2.12,8621.12,9275,37,104,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
35,36,39,3,0.72,2.5,3.78,4034.69,4265,73,120,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,4,22,18,0.44,6.1,6.5,53716.61,2826,76,117,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
12,13,20,7,0.32,7.1,2.76,861.4,791,37,104,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2,3,6,3,0.58,6.5,1.93,78675.35,5487,98,123,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,20,21,1,0.61,8.8,3.53,6404.82,7233,69,144,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,4,7,3,0.78,8.9,3.39,55664.96,3446,31,98,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
24,27,35,8,0.66,2.9,4.1,2713.1,1362,68,136,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
7,9,13,4,0.55,2.0,3.31,603.58,649,83,120,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2,5,6,1,0.53,6.7,4.24,122768.96,8842,31,98,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
12,15,19,4,0.42,9.6,3.15,1441.73,1846,123,193,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
7,8,11,3,0.13,8.8,4.03,4708.48,7576,38,94,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
12,13,16,3,0.65,2.7,3.2,9037.79,9959,123,193,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28,29,38,9,0.5,0.9,4.76,2251.2,1876,98,124,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3,4,21,17,0.16,4.1,4.95,102666.96,6705,36,81,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,38,41,3,0.34,6.4,4.46,6341.89,8605,19,84,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
35,36,40,4,0.61,5.6,2.42,8847.03,9991,73,120,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
24,26,38,12,0.48,8.5,4.49,879.71,743,82,142,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
18,20,23,3,0.88,3.4,4.11,1808.47,1749,69,144,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,30,42,12,0.2,5.0,2.29,8028.48,8363,19,88,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,8,15,7,0.77,5.7,3.96,2265.24,2133,38,90,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
35,38,43,5,0.31,2.5,3.32,4718.56,6549,136,158,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,3,9,6,0.85,2.8,2.07,162212.9,9662,83,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
28,31,38,7,0.12,9.3,4.38,4675.33,5218,54,101,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
12,14,18,4,0.85,5.6,3.02,8570.41,8423,123,193,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,4,19,15,0.69,7.1,5.55,75735.65,3395,8,86,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2,4,8,4,0.32,7.2,3.47,79348.9,6624,83,120,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
24,26,38,12,0.73,8.8,1.52,603.42,436,68,136,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
12,15,15,0,0.76,2.4,3.28,4960.03,5124,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,5,7,2,0.79,4.4,3.82,125616.78,7733,31,98,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
28,30,41,11,0.89,5.4,2.78,9176.32,6069,133,186,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
28,31,43,12,0.57,9.4,2.69,4698.69,3741,115,176,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
24,26,38,12,0.42,2.2,3.26,1932.34,1134,31,65,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,27,39,12,0.87,9.7,5.53,4622.64,3090,31,65,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
35,38,42,4,0.69,5.4,6.8,1207.42,1299,0,72,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,25,38,13,0.43,9.6,3.52,8944.94,7819,31,65,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
18,20,25,5,0.54,2.6,4.59,5499.65,5952,136,152,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
24,25,34,9,0.75,4.1,4.43,6776.0,4840,16,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,30,39,9,0.35,1.7,4.12,5348.16,4952,86,125,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
24,27,35,8,0.15,1.6,1.97,10614.96,7692,145,191,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
24,26,37,11,0.87,4.1,2.71,4380.29,2928,31,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
